"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Endothelial","Endothelial","Esam","Esam",0.0765585790383614,0,"ESAM_ESAM","Esam  - Esam","ESAM","Cell-Cell Contact","KEGG: mmu04514; PMID: 11279107"
"Endothelial","Endothelial","Mpzl1","Mpzl1",0.00652854549777069,0,"MPZL1_MPZL1","Mpzl1  - Mpzl1","MPZ","Cell-Cell Contact","KEGG: mmu04514"
"Late_Differentiating","Interneurons","Ncam1","Ncam1",0.00813886837384438,0,"NCAM1_NCAM1","Ncam1  - Ncam1","NCAM","Cell-Cell Contact","KEGG: mmu04514"
"Oligodendrocytes","Interneurons","Ncam1","Ncam1",0.00484424816187343,0.02,"NCAM1_NCAM1","Ncam1  - Ncam1","NCAM","Cell-Cell Contact","KEGG: mmu04514"
"Interneurons","Late_Differentiating","Ncam1","Ncam1",0.00813886837384438,0,"NCAM1_NCAM1","Ncam1  - Ncam1","NCAM","Cell-Cell Contact","KEGG: mmu04514"
"Late_Differentiating","Late_Differentiating","Ncam1","Ncam1",0.0102408983254008,0,"NCAM1_NCAM1","Ncam1  - Ncam1","NCAM","Cell-Cell Contact","KEGG: mmu04514"
"Oligodendrocytes","Late_Differentiating","Ncam1","Ncam1",0.00610060838731317,0,"NCAM1_NCAM1","Ncam1  - Ncam1","NCAM","Cell-Cell Contact","KEGG: mmu04514"
"Interneurons","Oligodendrocytes","Ncam1","Ncam1",0.00484424816187343,0.02,"NCAM1_NCAM1","Ncam1  - Ncam1","NCAM","Cell-Cell Contact","KEGG: mmu04514"
"Late_Differentiating","Oligodendrocytes","Ncam1","Ncam1",0.00610060838731317,0,"NCAM1_NCAM1","Ncam1  - Ncam1","NCAM","Cell-Cell Contact","KEGG: mmu04514"
"Oligodendrocytes","Oligodendrocytes","Ncam1","Ncam1",0.00362805935812969,0.04,"NCAM1_NCAM1","Ncam1  - Ncam1","NCAM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial","Endothelial","Pecam1","Pecam1",0.0109908838178544,0,"PECAM1_PECAM1","Pecam1  - Pecam1","PECAM1","Cell-Cell Contact","KEGG: mmu04514"
"Astrocytes","Astrocytes","Gja1","Gja1",0.0200395746354957,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Endothelial","Astrocytes","Gja1","Gja1",0.0118627778235031,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Vascular_Fibroblasts","Astrocytes","Gja1","Gja1",0.0156882235094023,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Astrocytes","Endothelial","Gja1","Gja1",0.0118627778235031,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Endothelial","Endothelial","Gja1","Gja1",0.00699855202884841,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Vascular_Fibroblasts","Endothelial","Gja1","Gja1",0.00927012356325115,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Astrocytes","Vascular_Fibroblasts","Gja1","Gja1",0.0156882235094023,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Endothelial","Vascular_Fibroblasts","Gja1","Gja1",0.00927012356325115,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Vascular_Fibroblasts","Vascular_Fibroblasts","Gja1","Gja1",0.0122698854328105,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Astrocytes","Astrocytes","Pcdhga9","Pcdhga9",0.00997921796391613,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Early_Differentiating","Astrocytes","Pcdhga9","Pcdhga9",0.00669939987952438,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Interneurons","Astrocytes","Pcdhga9","Pcdhga9",0.00959538659406171,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Oligodendrocytes","Astrocytes","Pcdhga9","Pcdhga9",0.00987005332009544,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Stem_B","Astrocytes","Pcdhga9","Pcdhga9",0.00654774501677774,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Astrocytes","Pcdhga9","Pcdhga9",0.00834243657396047,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Astrocytes","Early_Differentiating","Pcdhga9","Pcdhga9",0.00669939987952438,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Early_Differentiating","Early_Differentiating","Pcdhga9","Pcdhga9",0.00449265096646708,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Interneurons","Early_Differentiating","Pcdhga9","Pcdhga9",0.0064408996640371,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Oligodendrocytes","Early_Differentiating","Pcdhga9","Pcdhga9",0.00662587369281377,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Stem_B","Early_Differentiating","Pcdhga9","Pcdhga9",0.00439072964386595,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Early_Differentiating","Pcdhga9","Pcdhga9",0.00559752942739741,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Astrocytes","Interneurons","Pcdhga9","Pcdhga9",0.00959538659406171,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Early_Differentiating","Interneurons","Pcdhga9","Pcdhga9",0.0064408996640371,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Interneurons","Interneurons","Pcdhga9","Pcdhga9",0.00922618097532148,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Oligodendrocytes","Interneurons","Pcdhga9","Pcdhga9",0.00949038050775218,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Stem_B","Interneurons","Pcdhga9","Pcdhga9",0.00629505940661286,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Interneurons","Pcdhga9","Pcdhga9",0.00802105078266723,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Astrocytes","Oligodendrocytes","Pcdhga9","Pcdhga9",0.00987005332009544,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Early_Differentiating","Oligodendrocytes","Pcdhga9","Pcdhga9",0.00662587369281377,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Interneurons","Oligodendrocytes","Pcdhga9","Pcdhga9",0.00949038050775218,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Oligodendrocytes","Oligodendrocytes","Pcdhga9","Pcdhga9",0.00976207107484206,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Stem_B","Oligodendrocytes","Pcdhga9","Pcdhga9",0.006475872397109,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Oligodendrocytes","Pcdhga9","Pcdhga9",0.00825102778185459,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Astrocytes","Stem_B","Pcdhga9","Pcdhga9",0.00654774501677774,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Early_Differentiating","Stem_B","Pcdhga9","Pcdhga9",0.00439072964386595,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Interneurons","Stem_B","Pcdhga9","Pcdhga9",0.00629505940661286,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Oligodendrocytes","Stem_B","Pcdhga9","Pcdhga9",0.006475872397109,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Stem_B","Stem_B","Pcdhga9","Pcdhga9",0.00429111056531685,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Stem_B","Pcdhga9","Pcdhga9",0.00547068031991616,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Astrocytes","Vascular_Fibroblasts","Pcdhga9","Pcdhga9",0.00834243657396047,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Early_Differentiating","Vascular_Fibroblasts","Pcdhga9","Pcdhga9",0.00559752942739741,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Interneurons","Vascular_Fibroblasts","Pcdhga9","Pcdhga9",0.00802105078266723,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Oligodendrocytes","Vascular_Fibroblasts","Pcdhga9","Pcdhga9",0.00825102778185459,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Stem_B","Vascular_Fibroblasts","Pcdhga9","Pcdhga9",0.00547068031991616,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Vascular_Fibroblasts","Pcdhga9","Pcdhga9",0.00697222778295403,0.03,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Vascular_Fibroblasts","Flrt2","Flrt2",0.00502285303850311,0,"FLRT2_FLRT2","Flrt2 - Flrt2","FLRT","Cell-Cell Contact","PMID: 27091502"
"Astrocytes","Macrophages_Microglia","App","TREM2_TYROBP",0.058861153182264,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Differentiated_CGN_like","Macrophages_Microglia","App","TREM2_TYROBP",0.161901248540162,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Early_Differentiating","Macrophages_Microglia","App","TREM2_TYROBP",0.0489309482998204,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Endothelial","Macrophages_Microglia","App","TREM2_TYROBP",0.139194387939416,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Interneurons","Macrophages_Microglia","App","TREM2_TYROBP",0.0580395781239887,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Late_Differentiating","Macrophages_Microglia","App","TREM2_TYROBP",0.0616813336831711,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Macrophages_Microglia","Macrophages_Microglia","App","TREM2_TYROBP",0.0320489538500803,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Mitotic_A","Macrophages_Microglia","App","TREM2_TYROBP",0.0465442811944141,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Oligodendrocytes","Macrophages_Microglia","App","TREM2_TYROBP",0.0581903084903868,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Pericytes","Macrophages_Microglia","App","TREM2_TYROBP",0.0376910485324293,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Purkinje_Cells","Macrophages_Microglia","App","TREM2_TYROBP",0.0424635737806487,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Red_Blood_Cells","Macrophages_Microglia","App","TREM2_TYROBP",0.0398495717955951,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Stem_A","Macrophages_Microglia","App","TREM2_TYROBP",0.0460932476885196,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Stem_B","Macrophages_Microglia","App","TREM2_TYROBP",0.0419928863085795,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Vascular_Fibroblasts","Macrophages_Microglia","App","TREM2_TYROBP",0.173180912052524,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Astrocytes","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.324274201964459,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Endothelial","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.0716267811458157,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Macrophages_Microglia","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.375660285014909,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Oligodendrocytes","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.0497958831701892,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Vascular_Fibroblasts","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.193116167825893,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Differentiated_CGN_like","Macrophages_Microglia","Cadm3","Cadm1",0.00972437722507127,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Macrophages_Microglia","Cadm3","Cadm1",0.00846804469633347,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Differentiated_CGN_like","Mitotic_A","Cadm3","Cadm1",0.00941200393057643,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Mitotic_A","Cadm3","Cadm1",0.00819569420029284,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Differentiated_CGN_like","Mitotic_B","Cadm3","Cadm1",0.00781022255342698,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Mitotic_B","Cadm3","Cadm1",0.00679948957733898,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Differentiated_CGN_like","Oligodendrocytes","Cadm3","Cadm1",0.00659183647070975,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Oligodendrocytes","Cadm3","Cadm1",0.00573786489208139,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Differentiated_CGN_like","Purkinje_Cells","Cadm3","Cadm1",0.00982578376212762,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Purkinje_Cells","Cadm3","Cadm1",0.00855646330343335,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Differentiated_CGN_like","Red_Blood_Cells","Cadm3","Cadm1",0.00974884481582451,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Red_Blood_Cells","Cadm3","Cadm1",0.00848937831683587,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Differentiated_CGN_like","Stem_A","Cadm3","Cadm1",0.00875526358289823,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Stem_A","Cadm3","Cadm1",0.00762317103277777,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Differentiated_CGN_like","Stem_B","Cadm3","Cadm1",0.0098316998959718,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Stem_B","Cadm3","Cadm1",0.00856162178387653,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
