"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Differentiated_CGN_like","Astrocytes","Psap","Gpr37l1",0.0140364880259372,0,"PSAP_GPR37L1","Psap  - Gpr37l1","PSAP","Secreted Signaling","PMID: 23690594"
"Macrophages_Microglia","Astrocytes","Psap","Gpr37l1",0.0468892847397374,0,"PSAP_GPR37L1","Psap  - Gpr37l1","PSAP","Secreted Signaling","PMID: 23690594"
"Astrocytes","Oligodendrocytes","Psap","Gpr37l1",0.0121856342929212,0,"PSAP_GPR37L1","Psap  - Gpr37l1","PSAP","Secreted Signaling","PMID: 23690594"
"Differentiated_CGN_like","Oligodendrocytes","Psap","Gpr37l1",0.0140596687760282,0,"PSAP_GPR37L1","Psap  - Gpr37l1","PSAP","Secreted Signaling","PMID: 23690594"
"Macrophages_Microglia","Oligodendrocytes","Psap","Gpr37l1",0.0469641363667493,0,"PSAP_GPR37L1","Psap  - Gpr37l1","PSAP","Secreted Signaling","PMID: 23690594"
"Mitotic_A","Differentiated_CGN_like","Ppia","Bsg",0.0100388590918028,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_B","Differentiated_CGN_like","Ppia","Bsg",0.00930844276251858,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Purkinje_Cells","Differentiated_CGN_like","Ppia","Bsg",0.0100039626679131,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Red_Blood_Cells","Differentiated_CGN_like","Ppia","Bsg",0.0085317444095927,0.02,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Stem_A","Differentiated_CGN_like","Ppia","Bsg",0.00845452292482731,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Endothelial","Endothelial","Ppia","Bsg",0.0242470268664225,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_A","Endothelial","Ppia","Bsg",0.0671238339322632,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_B","Endothelial","Ppia","Bsg",0.0625022093915572,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Purkinje_Cells","Endothelial","Ppia","Bsg",0.0669039131703729,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Red_Blood_Cells","Endothelial","Ppia","Bsg",0.0575448248189176,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Stem_A","Endothelial","Ppia","Bsg",0.0570495082716266,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Endothelial","Macrophages_Microglia","Ppia","Bsg",0.00302095118787994,0.03,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_A","Macrophages_Microglia","Ppia","Bsg",0.00869757120318433,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_B","Macrophages_Microglia","Ppia","Bsg",0.00806395055682569,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Purkinje_Cells","Macrophages_Microglia","Ppia","Bsg",0.00866729645528588,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Red_Blood_Cells","Macrophages_Microglia","Ppia","Bsg",0.0073903182598151,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Stem_A","Macrophages_Microglia","Ppia","Bsg",0.00732335160264375,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Endothelial","Mitotic_B","Ppia","Bsg",0.00239855032686158,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_A","Mitotic_B","Ppia","Bsg",0.00691373747057903,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_B","Mitotic_B","Ppia","Bsg",0.00640922943648305,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Purkinje_Cells","Mitotic_B","Ppia","Bsg",0.00688962878623381,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Red_Blood_Cells","Mitotic_B","Ppia","Bsg",0.00587300793767308,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Stem_A","Mitotic_B","Ppia","Bsg",0.00581970963115653,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Endothelial","Oligodendrocytes","Ppia","Bsg",0.00275267456632934,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_A","Oligodendrocytes","Ppia","Bsg",0.0079291896949076,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_B","Oligodendrocytes","Ppia","Bsg",0.00735113076640397,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Purkinje_Cells","Oligodendrocytes","Ppia","Bsg",0.00790156823175996,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Red_Blood_Cells","Oligodendrocytes","Ppia","Bsg",0.0067366403679901,0.01,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Stem_A","Oligodendrocytes","Ppia","Bsg",0.00667555711476404,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_A","Vascular_Fibroblasts","Ppia","Bsg",0.0106508449775214,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Mitotic_B","Vascular_Fibroblasts","Ppia","Bsg",0.00987634545703196,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Purkinje_Cells","Vascular_Fibroblasts","Ppia","Bsg",0.0106138440166932,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Red_Blood_Cells","Vascular_Fibroblasts","Ppia","Bsg",0.00905269418880988,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Stem_A","Vascular_Fibroblasts","Ppia","Bsg",0.00897080020963969,0,"PPIA_BSG","Ppia - Bsg","CypA","Non-protein Signaling","PMID: 36012604"
"Macrophages_Microglia","Macrophages_Microglia","Cadm1","Cadm1",0.010552765910855,0.01,"CADM1_CADM1","Cadm1  - Cadm1","CADM","Cell-Cell Contact","PMID: 24503895"
"Mitotic_A","Macrophages_Microglia","Cadm1","Cadm1",0.00936776461347427,0,"CADM1_CADM1","Cadm1  - Cadm1","CADM","Cell-Cell Contact","PMID: 24503895"
"Macrophages_Microglia","Mitotic_A","Cadm1","Cadm1",0.00936776461347427,0,"CADM1_CADM1","Cadm1  - Cadm1","CADM","Cell-Cell Contact","PMID: 24503895"
"Mitotic_A","Mitotic_A","Cadm1","Cadm1",0.00831471240019122,0,"CADM1_CADM1","Cadm1  - Cadm1","CADM","Cell-Cell Contact","PMID: 24503895"
"Differentiated_CGN_like","Differentiated_CGN_like","Cadm3","Cadm3",0.0166618282356801,0,"CADM3_CADM3","Cadm3  - Cadm3","CADM","Cell-Cell Contact","KEGG: mmu04514"
"Late_Differentiating","Differentiated_CGN_like","Cadm3","Cadm3",0.0105562228797919,0,"CADM3_CADM3","Cadm3  - Cadm3","CADM","Cell-Cell Contact","KEGG: mmu04514"
"Differentiated_CGN_like","Late_Differentiating","Cadm3","Cadm3",0.0105562228797919,0,"CADM3_CADM3","Cadm3  - Cadm3","CADM","Cell-Cell Contact","KEGG: mmu04514"
"Late_Differentiating","Late_Differentiating","Cadm3","Cadm3",0.0066727896846515,0,"CADM3_CADM3","Cadm3  - Cadm3","CADM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial","Endothelial","Cdh5","Cdh5",0.0145847825151999,0,"CDH5_CDH5","Cdh5  - Cdh5","CDH5","Cell-Cell Contact","KEGG: mmu04514"
"Early_Differentiating","Early_Differentiating","Cntn2","Cntn2",0.0108276719731876,0,"CNTN2_CNTN2","Cntn2  - Cntn2","CNTN","Cell-Cell Contact","KEGG: mmu04514"
"Late_Differentiating","Early_Differentiating","Cntn2","Cntn2",0.0143288269635257,0,"CNTN2_CNTN2","Cntn2  - Cntn2","CNTN","Cell-Cell Contact","KEGG: mmu04514"
"Early_Differentiating","Late_Differentiating","Cntn2","Cntn2",0.0143288269635257,0,"CNTN2_CNTN2","Cntn2  - Cntn2","CNTN","Cell-Cell Contact","KEGG: mmu04514"
"Late_Differentiating","Late_Differentiating","Cntn2","Cntn2",0.0189404119410095,0,"CNTN2_CNTN2","Cntn2  - Cntn2","CNTN","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial","Endothelial","Esam","Esam",0.0831461837340239,0,"ESAM_ESAM","Esam  - Esam","ESAM","Cell-Cell Contact","KEGG: mmu04514; PMID: 11279107"
"Late_Differentiating","Late_Differentiating","Ncam1","Ncam1",0.0131344380905325,0,"NCAM1_NCAM1","Ncam1  - Ncam1","NCAM","Cell-Cell Contact","KEGG: mmu04514"
"Endothelial","Endothelial","Pecam1","Pecam1",0.0169206988611034,0,"PECAM1_PECAM1","Pecam1  - Pecam1","PECAM1","Cell-Cell Contact","KEGG: mmu04514"
"Astrocytes","Astrocytes","Gja1","Gja1",0.0134199048738897,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Endothelial","Astrocytes","Gja1","Gja1",0.00986883772060763,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Astrocytes","Endothelial","Gja1","Gja1",0.00986883772060763,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Endothelial","Endothelial","Gja1","Gja1",0.00725051970076866,0,"GJA1_GJA1","Gja1 - Gja1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
"Astrocytes","Astrocytes","Pcdhga9","Pcdhga9",0.0114636746615328,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Oligodendrocytes","Astrocytes","Pcdhga9","Pcdhga9",0.011082491664984,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Astrocytes","Pcdhga9","Pcdhga9",0.011947562583901,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Astrocytes","Oligodendrocytes","Pcdhga9","Pcdhga9",0.011082491664984,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Oligodendrocytes","Oligodendrocytes","Pcdhga9","Pcdhga9",0.0107138461576246,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Oligodendrocytes","Pcdhga9","Pcdhga9",0.0115504776481072,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Astrocytes","Vascular_Fibroblasts","Pcdhga9","Pcdhga9",0.011947562583901,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Oligodendrocytes","Vascular_Fibroblasts","Pcdhga9","Pcdhga9",0.0115504776481072,0,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Vascular_Fibroblasts","Pcdhga9","Pcdhga9",0.0124516184020395,0.01,"PCDHGA9_PCDHGA9","Pcdhga9 - Pcdhga9","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Vascular_Fibroblasts","Vascular_Fibroblasts","Flrt2","Flrt2",0.00846676613002447,0,"FLRT2_FLRT2","Flrt2 - Flrt2","FLRT","Cell-Cell Contact","PMID: 27091502"
"Astrocytes","Macrophages_Microglia","App","TREM2_TYROBP",0.0654336910988248,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Differentiated_CGN_like","Macrophages_Microglia","App","TREM2_TYROBP",0.0679636645075418,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Early_Differentiating","Macrophages_Microglia","App","TREM2_TYROBP",0.0502053607429089,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Endothelial","Macrophages_Microglia","App","TREM2_TYROBP",0.150294616580999,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Interneurons","Macrophages_Microglia","App","TREM2_TYROBP",0.0505697710517009,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Late_Differentiating","Macrophages_Microglia","App","TREM2_TYROBP",0.0631898226855317,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Macrophages_Microglia","Macrophages_Microglia","App","TREM2_TYROBP",0.0466310977666355,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Mitotic_A","Macrophages_Microglia","App","TREM2_TYROBP",0.0412058593349734,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Oligodendrocytes","Macrophages_Microglia","App","TREM2_TYROBP",0.0558377360076371,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Pericytes","Macrophages_Microglia","App","TREM2_TYROBP",0.027489532292781,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Purkinje_Cells","Macrophages_Microglia","App","TREM2_TYROBP",0.0439194124061634,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Vascular_Fibroblasts","Macrophages_Microglia","App","TREM2_TYROBP",0.142834059743915,0,"APP_TREM2_TYROBP","App - (Trem2+Tyrobp)","APP","Cell-Cell Contact","PMID:27477013"
"Astrocytes","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.31731133163818,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Endothelial","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.0489616839615045,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Macrophages_Microglia","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.376792982492637,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Oligodendrocytes","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.04458556111259,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Vascular_Fibroblasts","Macrophages_Microglia","Apoe","TREM2_TYROBP",0.184467040020874,0,"APOE_TREM2_TYROBP","Apoe - (Trem2+Tyrobp)","ApoE","Cell-Cell Contact","uniprot;PMID:27477015"
"Differentiated_CGN_like","Macrophages_Microglia","Cadm3","Cadm1",0.013264698287388,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Macrophages_Microglia","Cadm3","Cadm1",0.00839332091328377,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Differentiated_CGN_like","Mitotic_A","Cadm3","Cadm1",0.0117787913445913,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
"Late_Differentiating","Mitotic_A","Cadm3","Cadm1",0.00744898450937882,0,"CADM3_CADM1","Cadm3 - Cadm1","CADM","Cell-Cell Contact","PMID: 33397712;"
